Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate
1258,TAM,2004,2004-10-10,01:03:00 AM,12:03:00 PM,@,NOR,5,5,Sun,W 20-17,,20,17,3,37,21,27,77.8,238,1,0,4,24,119.4
1259,TAM,2007,2007-10-14,01:03:00 AM,01:03:00 AM,,TEN,6,6,Sun,W 13-10,,13,10,3,23,20,31,64.5,274,1,0,0,0,103.4
1260,TAM,2008,2008-11-30,01:02:00 AM,01:02:00 AM,,NOR,13,12,Sun,W 23-20,,23,20,3,43,9,23,39.1,105,1,0,4,14,70.7
1261,TAM,2010,2010-10-10,01:03:00 AM,01:03:00 AM,@,CIN,5,4,Sun,W 24-21,,24,21,3,45,22,35,62.9,266,1,1,3,18,85.9
1262,TAM,2010,2010-10-31,04:15:00 AM,01:15:00 AM,@,ARI,8,7,Sun,W 38-35,,38,35,3,73,18,25,72,253,1,0,2,25,121.7
1263,TAM,2013,2013-11-11,08:40:00 AM,08:40:00 AM,,MIA,10,9,Mon,W 22-19,,22,19,3,41,11,21,52.4,124,1,1,2,15,69.3
1264,TAM,2015,2015-11-01,01:02:00 AM,01:02:00 AM,@,ATL,8,7,Sun,W 23-20,OT,23,20,3,43,16,29,55.2,173,1,0,2,4,85
1265,TAM,2016,2016-10-10,08:04:00 AM,08:04:00 AM,@,CAR,5,5,Mon,W 17-14,,17,14,3,31,18,30,60,202,1,0,2,17,93.6
1266,TAM,2019,2019-11-10,01:00:00 AM,01:00:00 AM,,ARI,10,9,Sun,W 30-27,,30,27,3,57,30,48,62.5,339,1,2,4,19,74.8
1267,WAS,1973,1973-12-02,01:00:00 AM,01:00:00 AM,,NYG,12,12,Sun,W 27-24,,27,24,3,51,18,30,60,260,1,1,2,13,87.2
1268,WAS,1980,1980-12-13,12:30:00 PM,12:30:00 PM,,NYG,15,15,Sat,W 16-13,,16,13,3,29,16,32,50,119,1,1,2,17,58.9
1269,WAS,1983,1983-10-31,09:00:00 AM,06:00:00 AM,@,SDG,9,9,Mon,W 27-24,,27,24,3,51,25,46,54.3,313,1,1,1,11,74.9
1270,WAS,1985,1985-09-15,01:00:00 AM,01:00:00 AM,,HOU,2,2,Sun,W 16-13,,16,13,3,29,15,22,68.2,93,1,1,5,45,81.2
1271,WAS,1985,1985-12-15,01:00:00 AM,01:00:00 AM,,CIN,15,15,Sun,W 27-24,,27,24,3,51,18,35,51.4,255,1,1,2,18,75.1
1272,WAS,1986,1986-09-21,04:00:00 AM,01:00:00 AM,@,SDG,3,3,Sun,W 30-27,,30,27,3,57,16,36,44.4,333,1,0,1,8,87.8
1273,WAS,1992,1992-12-13,04:00:00 AM,04:00:00 AM,,DAL,15,14,Sun,W 20-17,,20,17,3,37,13,30,43.3,178,1,1,2,7,61.1
1274,WAS,1994,1994-12-24,04:00:00 AM,01:00:00 AM,@,RAM,17,16,Sat,W 24-21,,24,21,3,45,13,28,46.4,138,1,1,1,11,60
1275,WAS,1997,1997-12-21,01:00:00 AM,01:00:00 AM,,PHI,17,16,Sun,W 35-32,,35,32,3,67,16,24,66.7,143,1,2,2,17,64.6
1276,WAS,1999,1999-11-28,01:00:00 AM,01:00:00 AM,,PHI,12,11,Sun,W 20-17,OT,20,17,3,37,25,36,69.4,218,1,1,0,0,82.9
1277,WAS,2000,2000-10-01,04:15:00 AM,04:15:00 AM,,TAM,5,5,Sun,W 20-17,OT,20,17,3,37,20,32,62.5,185,1,0,3,22,91.5
1278,WAS,2001,2001-10-21,01:01:00 AM,01:01:00 AM,,CAR,6,6,Sun,W 17-14,OT,17,14,3,31,17,30,56.7,345,1,1,1,1,94.6
1279,WAS,2001,2002-01-06,01:01:00 AM,01:01:00 AM,,ARI,17,16,Sun,W 20-17,,20,17,3,37,14,26,53.8,162,1,1,0,0,69.7
1280,WAS,2003,2003-09-04,09:09:00 AM,09:09:00 AM,,NYJ,1,1,Thu,W 16-13,,16,13,3,29,17,23,73.9,167,1,1,4,18,93.6
1281,WAS,2004,2004-10-17,01:03:00 AM,12:03:00 PM,@,CHI,6,6,Sun,W 13-10,,13,10,3,23,8,22,36.4,93,1,1,1,2,46.6
1282,WAS,2006,2006-11-05,01:02:00 AM,01:02:00 AM,,DAL,9,8,Sun,W 22-19,,22,19,3,41,14,23,60.9,183,1,0,1,9,102.1
1283,WAS,2008,2008-10-19,04:16:00 AM,04:16:00 AM,,CLE,7,7,Sun,W 14-11,,14,11,3,25,14,23,60.9,158,1,0,1,6,97
1284,WAS,2008,2008-11-23,04:16:00 AM,01:16:00 AM,@,SEA,12,11,Sun,W 20-17,,20,17,3,37,20,33,60.6,199,1,0,2,7,88.7
1285,WAS,2010,2010-10-10,01:02:00 AM,01:02:00 AM,,GNB,5,5,Sun,W 16-13,OT,16,13,3,29,26,49,53.1,322,1,1,5,35,75
1286,WAS,2010,2010-10-24,01:04:00 AM,12:04:00 PM,@,CHI,7,7,Sun,W 17-14,,17,14,3,31,17,32,53.1,187,1,2,2,13,56.8
1287,WAS,2010,2010-11-21,01:03:00 AM,12:03:00 PM,@,TEN,11,10,Sun,W 19-16,OT,19,16,3,35,30,50,60,358,1,1,3,18,81.7
1288,WAS,2010,2010-12-26,01:03:00 AM,01:03:00 AM,@,JAX,16,15,Sun,W 20-17,OT,20,17,3,37,19,39,48.7,172,1,1,1,10,60
1289,WAS,2015,2015-10-04,01:03:00 AM,01:03:00 AM,,PHI,4,4,Sun,W 23-20,,23,20,3,43,31,46,67.4,290,1,0,1,0,91.8
1290,WAS,2015,2015-12-13,01:02:00 AM,12:02:00 PM,@,CHI,14,13,Sun,W 24-21,,24,21,3,45,24,31,77.4,275,1,1,3,25,104.2
1291,WAS,2018,2018-10-21,04:25:00 AM,04:25:00 AM,,DAL,7,6,Sun,W 20-17,,20,17,3,37,14,25,56,175,1,0,1,3,91.7
1292,WAS,2018,2018-12-16,01:00:00 AM,01:00:00 AM,@,JAX,15,14,Sun,W 16-13,,16,13,3,29,16,25,64,136,1,0,3,15,93.9
1293,ATL,1974,1974-10-13,01:00:00 AM,01:00:00 AM,,CHI,5,5,Sun,W 13-10,,13,10,3,23,10,18,55.6,93,0,2,4,28,36.8
1294,ATL,1978,1978-12-10,01:00:00 AM,01:00:00 AM,,WAS,15,15,Sun,W 20-17,,20,17,3,37,16,37,43.2,140,0,0,5,50,59.5
1295,ATL,2001,2001-11-25,01:02:00 AM,01:02:00 AM,@,CAR,11,10,Sun,W 10-7,,10,7,3,17,14,27,51.9,94,0,0,4,38,65.7
1296,ATL,2002,2002-11-03,01:05:00 AM,01:05:00 AM,,BAL,9,8,Sun,W 20-17,,20,17,3,37,12,24,50,115,0,1,3,21,50
1297,ATL,2004,2004-09-26,01:05:00 AM,01:05:00 AM,,ARI,3,3,Sun,W 6-3,,6,3,3,9,10,20,50,89,0,1,6,26,46.9
1298,ATL,2008,2008-12-14,01:03:00 AM,01:03:00 AM,,TAM,15,14,Sun,W 13-10,OT,13,10,3,23,15,23,65.2,198,0,2,1,8,57.5
1299,BUF,1977,1977-10-16,01:00:00 AM,01:00:00 AM,,ATL,5,5,Sun,W 3-0,,3,0,3,3,8,21,38.1,96,0,0,0,0,52.9
1300,BUF,1980,1980-12-07,01:00:00 AM,01:00:00 AM,,RAM,14,14,Sun,W 10-7,OT,10,7,3,17,10,25,40,122,0,0,1,16,58.4
1301,BUF,1987,1987-10-18,04:00:00 AM,04:00:00 AM,,NYG,6,5,Sun,W 6-3,OT,6,3,3,9,20,39,51.3,164,0,3,2,17,32.1
1302,BUF,1988,1988-09-04,01:00:00 AM,01:00:00 AM,,MIN,1,1,Sun,W 13-10,,13,10,3,23,17,31,54.8,196,0,1,1,8,61.8
1303,BUF,1988,1988-09-11,01:00:00 AM,01:00:00 AM,,MIA,2,2,Sun,W 9-6,,9,6,3,15,15,24,62.5,215,0,1,3,16,76.9
1304,BUF,1988,1988-11-20,01:00:00 AM,01:00:00 AM,,NYJ,12,12,Sun,W 9-6,OT,9,6,3,15,9,19,47.4,112,0,1,2,8,45.9
1305,BUF,1996,1996-09-22,04:00:00 AM,04:00:00 AM,,DAL,4,4,Sun,W 10-7,,10,7,3,17,13,22,59.1,89,0,1,2,7,50.6
1306,BUF,1996,1996-10-20,04:00:00 AM,04:00:00 AM,@,NYJ,8,7,Sun,W 25-22,,25,22,3,47,19,36,52.8,195,0,0,3,26,71.6
1307,BUF,1997,1997-10-20,09:00:00 AM,09:00:00 AM,@,IND,8,7,Mon,W 9-6,,9,6,3,15,17,22,77.3,156,0,0,3,28,101.3
1308,BUF,1997,1997-11-02,01:00:00 AM,01:00:00 AM,,MIA,10,9,Sun,W 9-6,,9,6,3,15,13,22,59.1,86,0,0,1,3,68.2
1309,BUF,1999,1999-12-26,01:03:00 AM,01:03:00 AM,@,NWE,16,15,Sun,W 13-10,OT,13,10,3,23,22,35,62.9,206,0,0,3,6,79.7
1310,BUF,2000,2000-10-29,01:01:00 AM,01:01:00 AM,,NYJ,9,8,Sun,W 23-20,,23,20,3,43,18,35,51.4,252,0,0,1,1,75.1
1311,BUF,2006,2006-11-26,01:02:00 AM,01:02:00 AM,,JAX,12,11,Sun,W 27-24,,27,24,3,51,21,28,75,169,0,1,0,0,74.9
1312,BUF,2007,2007-11-11,01:02:00 AM,01:02:00 AM,@,MIA,10,9,Sun,W 13-10,,13,10,3,23,12,23,52.2,151,0,1,2,6,55.9
1313,BUF,2012,2012-10-14,04:05:00 AM,01:05:00 AM,@,ARI,6,6,Sun,W 19-16,OT,19,16,3,35,18,33,54.5,141,0,1,2,12,54.2
1314,BUF,2020,2020-11-01,01:00:00 AM,01:00:00 AM,,NWE,8,8,Sun,W 24-21,,24,21,3,45,11,18,61.1,149,0,1,1,5,65.5
1315,CAR,1995,1995-12-03,01:00:00 AM,01:00:00 AM,,IND,14,13,Sun,W 13-10,,13,10,3,23,14,35,40,170,0,1,0,0,43.8
1316,CAR,1997,1997-09-07,01:00:00 AM,01:00:00 AM,@,ATL,2,2,Sun,W 9-6,,9,6,3,15,21,35,60,228,0,0,6,40,84
1317,CAR,2003,2003-09-14,04:05:00 AM,04:05:00 AM,@,TAM,2,2,Sun,W 12-9,OT,12,9,3,21,9,23,39.1,87,0,2,1,9,15.9
1318,CAR,2003,2003-10-26,01:03:00 AM,12:03:00 PM,@,NOR,8,7,Sun,W 23-20,OT,23,20,3,43,12,27,44.4,145,0,0,1,3,62
1319,CAR,2003,2003-11-16,01:03:00 AM,01:03:00 AM,,WAS,11,10,Sun,W 20-17,,20,17,3,37,20,30,66.7,317,0,2,0,0,73.9
1320,CAR,2007,2007-12-16,01:02:00 AM,01:02:00 AM,,SEA,15,14,Sun,W 13-10,,13,10,3,23,19,27,70.4,208,0,0,0,0,92.8
1321,CAR,2008,2008-09-14,01:03:00 AM,01:03:00 AM,,CHI,2,2,Sun,W 20-17,,20,17,3,37,12,21,57.1,102,0,1,3,26,55.3
1322,CAR,2017,2017-11-05,01:00:00 AM,01:00:00 AM,,ATL,9,9,Sun,W 20-17,,20,17,3,37,13,24,54.2,129,0,0,1,8,71
1323,CAR,2017,2017-12-24,01:00:00 AM,01:00:00 AM,,TAM,16,15,Sun,W 22-19,,22,19,3,41,16,26,61.5,140,0,1,2,20,63
1324,CHI,1974,1974-12-01,02:00:00 AM,01:00:00 AM,,NYG,12,12,Sun,W 16-13,,16,13,3,29,5,13,38.5,66,0,0,2,7,57.5
1325,CHI,1977,1977-11-20,01:00:00 AM,12:00:00 PM,,MIN,10,10,Sun,W 10-7,,10,7,3,17,4,7,57.1,23,0,1,1,10,29.8
1326,CHI,1977,1977-12-18,01:00:00 AM,01:00:00 AM,@,NYG,14,14,Sun,W 12-9,OT,12,9,3,21,17,26,65.4,172,0,1,3,14,70.4
1327,CHI,1978,1978-09-10,04:00:00 AM,01:00:00 AM,@,SFO,2,2,Sun,W 16-13,,16,13,3,29,7,22,31.8,101,0,1,3,14,31.4
1328,CHI,1979,1979-09-02,02:00:00 AM,01:00:00 AM,,GNB,1,1,Sun,W 6-3,,6,3,3,9,15,25,60,117,0,1,0,0,54.9
1329,CHI,1981,1981-10-25,04:00:00 AM,03:00:00 AM,,SDG,8,8,Sun,W 20-17,OT,20,17,3,37,17,39,43.6,219,0,0,0,0,61.8
1330,CHI,1986,1986-09-14,01:00:00 AM,12:00:00 PM,,PHI,2,2,Sun,W 13-10,OT,13,10,3,23,10,22,45.5,100,0,3,2,16,22.3
1331,CHI,1986,1986-11-16,01:00:00 AM,01:00:00 AM,@,ATL,11,11,Sun,W 13-10,,13,10,3,23,9,22,40.9,203,0,2,0,0,36.7
1332,CHI,1986,1986-11-30,01:00:00 AM,12:00:00 PM,,PIT,13,13,Sun,W 13-10,OT,13,10,3,23,19,30,63.3,235,0,2,0,0,59.7
1333,CHI,1986,1986-12-15,09:00:00 AM,09:00:00 AM,@,DET,15,15,Mon,W 16-13,,16,13,3,29,13,26,50,112,0,1,3,18,48.6
1334,CHI,1987,1987-12-27,04:00:00 AM,01:00:00 AM,@,RAI,16,15,Sun,W 6-3,,6,3,3,9,12,28,42.9,146,0,1,1,0,44.6
1335,CHI,1990,1990-09-23,01:00:00 AM,12:00:00 PM,,MIN,3,3,Sun,W 19-16,,19,16,3,35,5,16,31.3,40,0,1,1,3,14.6
1336,CHI,1990,1990-11-18,04:00:00 AM,02:00:00 AM,@,DEN,11,10,Sun,W 16-13,OT,16,13,3,29,13,29,44.8,139,0,0,2,8,60.6
1337,CHI,1996,1996-11-03,01:00:00 AM,12:00:00 PM,,TAM,10,9,Sun,W 13-10,,13,10,3,23,11,25,44,84,0,1,0,0,36.1
1338,CHI,1998,1998-10-25,04:05:00 AM,03:05:00 AM,@,TEN,8,8,Sun,W 23-20,,23,20,3,43,13,24,54.2,138,0,0,1,6,72.2
1339,CHI,2000,2000-11-19,01:04:00 AM,12:04:00 PM,,TAM,12,11,Sun,W 13-10,,13,10,3,23,20,34,58.8,160,0,1,1,5,59.1
1340,CHI,2001,2001-12-02,01:03:00 AM,12:03:00 PM,,DET,12,11,Sun,W 13-10,,13,10,3,23,17,34,50,124,0,1,0,0,46.7
1341,CHI,2003,2003-12-14,01:03:00 AM,12:03:00 PM,,MIN,15,14,Sun,W 13-10,,13,10,3,23,13,30,43.3,145,0,0,1,12,60
1342,CHI,2008,2008-12-11,08:14:00 AM,07:14:00 AM,,NOR,15,14,Thu,W 27-24,OT,27,24,3,51,24,41,58.5,171,0,2,1,1,48
1343,CIN,1970,1970-12-06,04:00:00 AM,01:00:00 AM,@,SDG,12,12,Sun,W 17-14,,17,14,3,31,8,19,42.1,0,0,1,3,26,27.7
1344,CIN,1973,1973-11-11,01:00:00 AM,01:00:00 AM,@,BUF,9,9,Sun,W 16-13,,16,13,3,29,9,22,40.9,120,0,2,3,21,25
1345,CIN,1976,1976-11-21,02:00:00 AM,01:00:00 AM,@,KAN,11,11,Sun,W 27-24,,27,24,3,51,9,17,52.9,104,0,1,2,19,51.8
1346,CIN,1977,1977-10-30,01:00:00 AM,01:00:00 AM,,HOU,7,7,Sun,W 13-10,OT,13,10,3,23,17,29,58.6,173,0,2,1,3,47.5
1347,CIN,1977,1977-11-06,01:00:00 AM,01:00:00 AM,@,CLE,8,8,Sun,W 10-7,,10,7,3,17,14,19,73.7,153,0,1,1,0,75.1
1348,CIN,1984,1984-10-21,01:00:00 AM,01:00:00 AM,,CLE,8,8,Sun,W 12-9,,12,9,3,21,18,34,52.9,176,0,1,3,26,58.7
1349,CIN,1994,1994-11-06,04:00:00 AM,01:00:00 AM,@,SEA,10,9,Sun,W 20-17,OT,20,17,3,37,31,43,72.1,377,0,1,2,10,90
1350,CIN,1996,1996-11-03,01:00:00 AM,12:00:00 PM,@,BAL,10,9,Sun,W 24-21,,24,21,3,45,23,40,57.5,265,0,1,1,2,67.4
1351,CIN,2000,2000-12-17,01:02:00 AM,01:02:00 AM,,JAX,16,15,Sun,W 17-14,,17,14,3,31,10,22,45.5,157,0,1,4,14,53.4
1352,CIN,2004,2004-09-19,08:36:00 AM,08:36:00 AM,,MIA,2,2,Sun,W 16-13,,16,13,3,29,21,38,55.3,116,0,1,5,31,53.3
1353,CIN,2012,2012-12-23,01:02:00 AM,01:02:00 AM,@,PIT,16,15,Sun,W 13-10,,13,10,3,23,24,41,58.5,253,0,2,6,25,58.8
1354,CIN,2014,2014-10-26,01:02:00 AM,01:02:00 AM,,BAL,8,7,Sun,W 27-24,,27,24,3,51,21,28,75,239,0,1,2,27,89.3
1355,CLE,1976,1976-10-17,01:00:00 AM,01:00:00 AM,@,ATL,6,6,Sun,W 20-17,,20,17,3,37,12,18,66.7,111,0,2,2,23,49.1
1356,CLE,1980,1980-11-30,04:00:00 AM,03:00:00 AM,@,HOU,13,13,Sun,W 17-14,,17,14,3,31,13,21,61.9,73,0,1,2,20,52.3
1357,CLE,1981,1981-10-18,01:00:00 AM,01:00:00 AM,,NOR,7,7,Sun,W 20-17,,20,17,3,37,25,42,59.5,261,0,0,1,9,78.5
1358,CLE,1984,1984-11-04,01:00:00 AM,01:00:00 AM,@,BUF,10,10,Sun,W 13-10,,13,10,3,23,7,18,38.9,73,0,1,2,13,31.3
1359,CLE,1986,1986-09-28,01:00:00 AM,01:00:00 AM,,DET,4,4,Sun,W 24-21,,24,21,3,45,18,28,64.3,170,0,0,1,4,81.5
1360,CLE,1986,1986-10-26,01:00:00 AM,12:00:00 PM,@,MIN,8,8,Sun,W 23-20,,23,20,3,43,9,18,50,50,0,1,5,51,44
1361,CLE,1988,1988-09-04,04:00:00 AM,03:00:00 AM,@,KAN,1,1,Sun,W 6-3,,6,3,3,9,21,37,56.8,195,0,1,3,14,61.7
1362,CLE,1990,1990-12-16,01:00:00 AM,01:00:00 AM,,ATL,15,14,Sun,W 13-10,,13,10,3,23,22,37,59.5,206,0,1,2,11,64.8
1363,CLE,2007,2007-11-04,04:06:00 AM,04:06:00 AM,,SEA,9,8,Sun,W 33-30,OT,33,30,3,63,29,48,60.4,364,0,1,0,0,75.3
1364,CLE,2007,2007-11-18,01:02:00 AM,01:02:00 AM,@,BAL,11,10,Sun,W 33-30,OT,33,30,3,63,24,38,63.2,269,0,1,1,5,73.8
1365,CLE,2009,2009-10-11,01:01:00 AM,01:01:00 AM,@,BUF,5,5,Sun,W 6-3,,6,3,3,9,2,17,11.8,22,0,1,1,1,15.1
1366,CLE,2011,2011-10-23,01:05:00 AM,01:05:00 AM,,SEA,7,6,Sun,W 6-3,,6,3,3,9,20,35,57.1,159,0,1,4,19,59
1367,CLE,2016,2016-12-24,01:00:00 AM,01:00:00 AM,,SDG,16,15,Sat,W 20-17,,20,17,3,37,19,28,67.9,127,0,0,9,48,84.7
1368,CLE,2020,2020-11-15,01:00:00 AM,01:00:00 AM,,HOU,10,9,Sun,W 10-7,,10,7,3,17,12,20,60,125,0,0,1,7,79.6
1369,BAL,1970,1970-11-09,09:00:00 AM,08:00:00 AM,@,GNB,8,8,Mon,W 13-10,,13,10,3,23,10,18,55.6,163,0,1,2,16,66.7
1370,BAL,1975,1975-12-14,02:00:00 AM,02:00:00 AM,,MIA,13,13,Sun,W 10-7,OT,10,7,3,17,23,39,59,206,0,0,3,26,76
1371,BAL,1980,1980-09-07,04:00:00 AM,04:00:00 AM,@,NYJ,1,1,Sun,W 17-14,,17,14,3,31,24,42,57.1,239,0,1,2,18,65.3
1372,BAL,1983,1983-10-02,01:00:00 AM,01:00:00 AM,@,CIN,5,5,Sun,W 34-31,,34,31,3,65,12,20,60,98,0,0,4,26,77.9
1373,IND,1992,1992-10-11,04:00:00 AM,04:00:00 AM,,NYJ,6,5,Sun,W 6-3,OT,6,3,3,9,20,40,50,183,0,1,3,22,54.7
1374,IND,1992,1992-11-29,04:00:00 AM,04:00:00 AM,,BUF,13,12,Sun,W 16-13,OT,16,13,3,29,26,41,63.4,305,0,1,4,32,79
1375,IND,1993,1993-09-12,01:00:00 AM,01:00:00 AM,@,CIN,2,2,Sun,W 9-6,,9,6,3,15,17,36,47.2,212,0,2,1,6,43.5
1376,IND,1993,1993-10-31,01:00:00 AM,01:00:00 AM,,NWE,9,7,Sun,W 9-6,,9,6,3,15,18,26,69.2,179,0,0,2,21,91.8
1377,IND,1993,1993-12-05,01:00:00 AM,01:00:00 AM,@,NYJ,14,12,Sun,W 9-6,,9,6,3,15,11,24,45.8,102,0,0,0,0,58
1378,IND,1995,1995-10-01,01:00:00 AM,01:00:00 AM,,STL,5,4,Sun,W 21-18,,21,18,3,39,11,19,57.9,146,0,1,0,0,60.4
1379,IND,1996,1996-12-01,01:00:00 AM,01:00:00 AM,,BUF,14,13,Sun,W 13-10,OT,13,10,3,23,22,40,55,203,0,0,3,25,71.7
1380,IND,2002,2002-11-24,08:36:00 AM,06:36:00 AM,@,DEN,12,11,Sun,W 23-20,OT,23,20,3,43,27,44,61.4,216,0,1,2,13,65.4
1381,IND,2003,2003-09-07,01:06:00 AM,01:06:00 AM,@,CLE,1,1,Sun,W 9-6,,9,6,3,15,27,43,62.8,204,0,2,1,7,55.5
1382,IND,2003,2003-11-23,01:02:00 AM,01:02:00 AM,@,BUF,12,11,Sun,W 17-14,,17,14,3,31,26,42,61.9,223,0,0,1,6,76.4
1383,IND,2007,2007-11-18,01:02:00 AM,01:02:00 AM,,KAN,11,10,Sun,W 13-10,,13,10,3,23,16,32,50,150,0,1,2,13,52
1384,IND,2013,2013-11-14,08:29:00 AM,07:29:00 AM,@,TEN,11,10,Thu,W 30-27,,30,27,3,57,23,36,63.9,229,0,0,1,3,82.2
1385,IND,2017,2017-10-08,01:00:00 AM,01:00:00 AM,,SFO,5,5,Sun,W 26-23,OT,26,23,3,49,22,34,64.7,288,0,1,4,26,82.2
1386,STL,1976,1976-11-07,01:00:00 AM,01:00:00 AM,@,PHI,9,9,Sun,W 17-14,,17,14,3,31,14,25,56,132,0,0,1,7,71.9
1387,STL,1976,1976-12-12,01:00:00 AM,01:00:00 AM,@,NYG,14,14,Sun,W 17-14,,17,14,3,31,9,14,64.3,70,0,1,1,12,50.3
1388,STL,1979,1979-12-02,02:00:00 AM,01:00:00 AM,,SFO,14,14,Sun,W 13-10,,13,10,3,23,9,17,52.9,75,0,0,3,16,68.5
1389,STL,1982,1982-11-28,01:00:00 AM,01:00:00 AM,@,ATL,12,4,Sun,W 23-20,,23,20,3,43,10,15,66.7,96,0,0,1,13,87.9
1390,STL,1982,1982-12-05,01:00:00 AM,01:00:00 AM,@,PHI,13,5,Sun,W 23-20,,23,20,3,43,14,23,60.9,129,0,0,4,29,81.4
1391,STL,1982,1982-12-19,01:00:00 AM,12:00:00 PM,@,CHI,15,7,Sun,W 10-7,,10,7,3,17,9,26,34.6,93,0,1,3,17,32.5
1392,PHO,1990,1990-12-02,04:00:00 AM,02:00:00 AM,,IND,13,12,Sun,W 20-17,,20,17,3,37,12,26,46.2,144,0,0,2,20,66.8
1393,ARI,1994,1994-10-30,08:00:00 AM,06:00:00 AM,,PIT,9,8,Sun,W 20-17,OT,20,17,3,37,13,27,48.1,236,0,0,2,15,80.9
1394,ARI,1998,1998-12-27,04:15:00 AM,02:15:00 AM,,SDG,17,16,Sun,W 16-13,,16,13,3,29,20,41,48.8,245,0,0,4,29,70.6
1395,ARI,2002,2002-10-20,04:15:00 AM,01:15:00 AM,,DAL,7,6,Sun,W 9-6,OT,9,6,3,15,23,46,50,228,0,0,1,4,64.8
1396,ARI,2003,2003-10-26,04:06:00 AM,02:06:00 AM,,SFO,8,7,Sun,W 16-13,OT,16,13,3,29,14,25,56,93,0,1,1,4,48.2
1397,ARI,2004,2004-11-14,04:15:00 AM,02:15:00 AM,,NYG,10,9,Sun,W 17-14,,17,14,3,31,12,24,50,74,0,0,2,16,59.4
1398,ARI,2011,2011-11-27,01:00:00 AM,12:00:00 PM,@,STL,12,11,Sun,W 23-20,,23,20,3,43,12,23,52.2,106,0,2,3,8,30
1399,ARI,2018,2018-12-02,01:00:00 AM,12:00:00 PM,@,GNB,13,12,Sun,W 20-17,,20,17,3,37,11,26,42.3,133,0,0,2,16,61.2
1400,ARI,2019,2019-10-06,01:00:00 AM,01:00:00 AM,@,CIN,5,5,Sun,W 26-23,,26,23,3,49,20,32,62.5,248,0,0,1,5,87.1
1401,DAL,1974,1974-11-03,02:00:00 AM,01:00:00 AM,,STL,8,8,Sun,W 17-14,,17,14,3,31,15,27,55.6,146,0,0,2,8,72.1
1402,DAL,1988,1988-09-12,08:00:00 AM,06:00:00 AM,@,PHO,2,2,Mon,W 17-14,,17,14,3,31,12,24,50,162,0,1,0,0,54.5
1403,DAL,2000,2000-10-01,01:02:00 AM,01:02:00 AM,@,CAR,5,5,Sun,W 16-13,OT,16,13,3,29,15,23,65.2,118,0,2,2,13,43.9
1404,DAL,2003,2003-09-15,09:08:00 AM,09:08:00 AM,@,NYG,2,2,Mon,W 35-32,OT,35,32,3,67,25,40,62.5,296,0,1,4,25,77.2
1405,DAL,2006,2006-12-03,04:15:00 AM,04:15:00 AM,@,NYG,13,12,Sun,W 23-20,,23,20,3,43,20,34,58.8,255,0,2,1,2,58.1
1406,DAL,2015,2015-12-07,08:31:00 AM,08:31:00 AM,@,WAS,13,12,Mon,W 19-16,,19,16,3,35,16,29,55.2,221,0,0,1,2,80.1
1407,DAL,2017,2017-12-17,08:30:00 AM,05:30:00 AM,@,OAK,15,14,Sun,W 20-17,,20,17,3,37,18,27,66.7,204,0,2,2,8,59.5
1408,DAL,2018,2018-11-18,01:00:00 AM,01:00:00 AM,@,ATL,11,10,Sun,W 22-19,,22,19,3,41,22,32,68.8,191,0,0,2,17,86.5
1409,DEN,1971,1971-12-05,04:00:00 AM,02:00:00 AM,,CHI,12,12,Sun,W 6-3,,6,3,3,9,8,16,50,54,0,2,3,27,25.3
1410,DEN,1974,1974-10-06,04:00:00 AM,03:00:00 AM,@,KAN,4,4,Sun,W 17-14,,17,14,3,31,5,16,31.3,90,0,2,2,7,13.8
1411,DEN,1979,1979-09-16,01:00:00 AM,01:00:00 AM,@,ATL,3,3,Sun,W 20-17,OT,20,17,3,37,13,22,59.1,201,0,1,2,14,73.1
1412,DEN,1980,1980-10-05,01:00:00 AM,01:00:00 AM,@,CLE,5,5,Sun,W 19-16,,19,16,3,35,14,26,53.8,157,0,1,1,9,57.5
1413,DEN,1981,1981-12-06,04:00:00 AM,02:00:00 AM,,KAN,14,14,Sun,W 16-13,,16,13,3,29,16,24,66.7,265,0,0,4,16,106.4
1414,DEN,1984,1984-09-30,04:00:00 AM,02:00:00 AM,,RAI,5,5,Sun,W 16-13,,16,13,3,29,14,26,53.8,121,0,1,2,18,53.2
1415,DEN,1984,1984-10-15,09:00:00 AM,07:00:00 AM,,GNB,7,7,Mon,W 17-14,,17,14,3,31,11,20,55,101,0,1,0,0,48.1
1416,DEN,1984,1984-11-11,04:00:00 AM,01:00:00 AM,@,SDG,11,11,Sun,W 16-13,,16,13,3,29,19,35,54.3,177,0,0,3,11,69.7
1417,DEN,1984,1984-12-09,04:00:00 AM,02:00:00 AM,,SDG,15,15,Sun,W 16-13,,16,13,3,29,18,31,58.1,181,0,1,1,12,63
1418,DEN,1985,1985-10-20,04:00:00 AM,02:00:00 AM,,SEA,7,7,Sun,W 13-10,OT,13,10,3,23,22,44,50,148,0,0,3,18,59.5
1419,DEN,1989,1989-11-12,01:00:00 AM,12:00:00 PM,@,KAN,10,10,Sun,W 16-13,,16,13,3,29,11,22,50,112,0,1,2,21,50
1420,DEN,1991,1991-10-27,04:00:00 AM,04:00:00 AM,@,NWE,9,8,Sun,W 9-6,,9,6,3,15,15,27,55.6,141,0,0,1,13,72.1
