Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate
1421,DEN,1991,1991-12-22,04:00:00 AM,01:00:00 AM,@,SDG,17,16,Sun,W 17-14,,17,14,3,31,14,34,41.2,166,0,1,5,30,48.2
1422,DEN,1997,1997-10-26,01:00:00 AM,01:00:00 AM,@,BUF,9,8,Sun,W 23-20,OT,23,20,3,43,16,30,53.3,116,0,2,5,17,37.2
1423,DEN,2003,2003-12-14,04:05:00 AM,02:05:00 AM,,CLE,15,14,Sun,W 23-20,OT,23,20,3,43,22,36,61.1,252,0,1,3,17,72.6
1424,DEN,2004,2004-12-12,04:05:00 AM,02:05:00 AM,,MIA,14,13,Sun,W 20-17,,20,17,3,37,16,30,53.3,219,0,2,0,0,49.2
1425,DEN,2005,2005-09-18,04:15:00 AM,02:15:00 AM,,SDG,2,2,Sun,W 20-17,,20,17,3,37,23,37,62.2,233,0,1,3,15,70.6
1426,DEN,2006,2006-09-17,04:16:00 AM,02:16:00 AM,,KAN,2,2,Sun,W 9-6,OT,9,6,3,15,16,30,53.3,173,0,1,0,0,56.7
1427,DET,1975,1975-09-28,01:00:00 AM,01:00:00 AM,@,ATL,2,2,Sun,W 17-14,,17,14,3,31,14,27,51.9,173,0,0,3,20,75.1
1428,DET,1977,1977-12-11,02:00:00 AM,02:00:00 AM,@,BAL,13,13,Sun,W 13-10,,13,10,3,23,17,33,51.5,122,0,1,2,7,48.7
1429,DET,1978,1978-11-23,12:30:00 PM,12:30:00 PM,,DEN,13,13,Thu,W 17-14,,17,14,3,31,10,18,55.6,105,0,1,1,7,51.2
1430,DET,1986,1986-09-07,01:00:00 AM,12:00:00 PM,@,MIN,1,1,Sun,W 13-10,,13,10,3,23,8,15,53.3,79,0,1,2,16,45.1
1431,DET,1991,1991-12-22,01:00:00 AM,01:00:00 AM,@,BUF,17,16,Sun,W 17-14,OT,17,14,3,31,17,36,47.2,245,0,2,1,6,47.3
1432,DET,1993,1993-09-12,01:00:00 AM,01:00:00 AM,@,NWE,2,2,Sun,W 19-16,OT,19,16,3,35,16,25,64,154,0,3,3,21,45
1433,DET,1993,1993-10-24,04:00:00 AM,01:00:00 AM,@,RAM,8,7,Sun,W 16-13,,16,13,3,29,15,25,60,229,0,1,4,20,76.9
1434,DET,1997,1997-12-21,04:00:00 AM,04:00:00 AM,,NYJ,17,16,Sun,W 13-10,,13,10,3,23,15,28,53.6,95,0,0,3,27,64.9
1435,DET,2000,2000-11-12,01:01:00 AM,01:01:00 AM,,ATL,11,10,Sun,W 13-10,,13,10,3,23,12,27,44.4,115,0,1,2,13,43.4
1436,DET,2000,2000-12-17,01:02:00 AM,01:02:00 AM,@,NYJ,16,15,Sun,W 10-7,,10,7,3,17,8,18,44.4,78,0,1,5,32,41.4
1437,DET,2001,2001-12-16,01:02:00 AM,01:02:00 AM,,MIN,14,13,Sun,W 27-24,,27,24,3,51,15,28,53.6,202,0,0,6,39,82.6
1438,DET,2002,2002-10-20,01:03:00 AM,01:03:00 AM,,CHI,7,6,Sun,W 23-20,OT,23,20,3,43,16,29,55.2,170,0,0,2,29,76.7
1439,DET,2005,2005-10-23,01:04:00 AM,01:04:00 AM,@,CLE,7,6,Sun,W 13-10,,13,10,3,23,22,34,64.7,210,0,0,0,0,81.7
1440,GNB,1970,1970-10-04,04:00:00 AM,03:00:00 AM,,MIN,3,3,Sun,W 13-10,,13,10,3,23,8,15,53.3,32,0,1,3,37,37.9
1441,GNB,1972,1972-10-01,02:00:00 AM,01:00:00 AM,,DAL,3,3,Sun,W 16-13,,16,13,3,29,4,18,22.2,44,0,0,1,9,39.6
1442,GNB,1983,1983-12-12,09:00:00 AM,09:00:00 AM,@,TAM,15,15,Mon,W 12-9,OT,12,9,3,21,24,36,66.7,268,0,3,2,10,55.1
1443,GNB,1985,1985-12-15,01:00:00 AM,01:00:00 AM,@,DET,15,15,Sun,W 26-23,,26,23,3,49,10,23,43.5,133,0,1,2,26,49
1444,GNB,1985,1985-12-22,01:00:00 AM,01:00:00 AM,@,TAM,16,16,Sun,W 20-17,,20,17,3,37,16,33,48.5,192,0,2,3,26,44.8
1445,GNB,2000,2000-09-17,01:02:00 AM,12:02:00 PM,,PHI,3,3,Sun,W 6-3,,6,3,3,9,18,33,54.5,157,0,3,5,32,33.5
1446,GNB,2000,2000-12-24,01:02:00 AM,12:02:00 PM,,TAM,17,16,Sun,W 17-14,OT,17,14,3,31,20,42,47.6,184,0,2,1,12,41.4
1447,GNB,2005,2005-12-11,08:36:00 AM,07:36:00 AM,,DET,14,13,Sun,W 16-13,OT,16,13,3,29,21,32,65.6,149,0,1,3,21,65.9
1448,GNB,2007,2007-09-09,01:02:00 AM,12:02:00 PM,,PHI,1,1,Sun,W 16-13,,16,13,3,29,23,42,54.8,169,0,1,4,37,58.2
1449,GNB,2007,2007-10-14,01:02:00 AM,12:02:00 PM,,WAS,6,6,Sun,W 17-14,,17,14,3,31,19,37,51.4,169,0,2,2,19,43.5
1450,GNB,2016,2016-12-18,01:00:00 AM,12:00:00 PM,@,CHI,15,14,Sun,W 30-27,,30,27,3,57,19,31,61.3,225,0,0,4,27,87
1451,HOU,2006,2006-11-12,01:03:00 AM,01:03:00 AM,@,JAX,10,9,Sun,W 13-10,,13,10,3,23,17,35,48.6,158,0,0,3,18,63.5
1452,HOU,2007,2007-10-07,01:02:00 AM,12:02:00 PM,,MIA,5,5,Sun,W 22-19,,22,19,3,41,20,34,58.8,278,0,1,2,16,74.9
1453,HOU,2019,2019-12-21,01:00:00 AM,01:00:00 AM,@,TAM,16,15,Sat,W 23-20,,23,20,3,43,19,32,59.4,161,0,1,5,23,62.5
1454,JAX,1999,1999-11-14,04:05:00 AM,04:05:00 AM,,BAL,10,9,Sun,W 6-3,,6,3,3,9,20,29,69,85,0,0,6,33,76.5
1455,JAX,1999,1999-12-13,09:09:00 AM,09:09:00 AM,,DEN,14,13,Mon,W 27-24,,27,24,3,51,11,25,44,104,0,0,3,11,57.9
1456,JAX,2009,2009-10-18,01:03:00 AM,01:03:00 AM,,STL,6,6,Sun,W 23-20,OT,23,20,3,43,30,43,69.8,326,0,2,3,9,73.3
1457,KAN,1972,1972-12-03,02:00:00 AM,01:00:00 AM,,DEN,12,12,Sun,W 24-21,,24,21,3,45,7,20,35,76,0,1,1,1,26.5
1458,KAN,1973,1973-09-23,01:00:00 AM,01:00:00 AM,@,NWE,2,2,Sun,W 10-7,,10,7,3,17,11,14,78.6,156,0,0,3,24,118.7
1459,KAN,1976,1976-10-17,01:00:00 AM,01:00:00 AM,@,MIA,6,6,Sun,W 20-17,OT,20,17,3,37,20,33,60.6,267,0,1,0,0,73.7
1460,KAN,1976,1976-11-28,04:00:00 AM,01:00:00 AM,@,SDG,12,12,Sun,W 23-20,,23,20,3,43,14,27,51.9,191,0,1,2,4,60
1461,KAN,1979,1979-10-07,01:00:00 AM,01:00:00 AM,@,CIN,6,6,Sun,W 10-7,,10,7,3,17,7,12,58.3,101,0,0,3,17,91.7
1462,KAN,1979,1979-11-18,04:00:00 AM,01:00:00 AM,@,OAK,12,12,Sun,W 24-21,,24,21,3,45,11,16,68.8,122,0,0,0,0,91.1
1463,KAN,1979,1979-12-09,02:00:00 AM,02:00:00 AM,@,BAL,15,15,Sun,W 10-7,,10,7,3,17,11,21,52.4,83,0,0,1,7,63.6
1464,KAN,1988,1988-11-20,01:00:00 AM,12:00:00 PM,,SEA,12,12,Sun,W 27-24,,27,24,3,51,16,26,61.5,203,0,2,0,0,53.8
1465,KAN,1997,1997-09-28,04:00:00 AM,03:00:00 AM,,SEA,5,5,Sun,W 20-17,OT,20,17,3,37,24,38,63.2,263,0,3,1,11,51.9
1466,KAN,1998,1998-09-27,01:00:00 AM,01:00:00 AM,@,PHI,4,4,Sun,W 24-21,,24,21,3,45,17,25,68,262,0,0,0,0,102.4
1467,KAN,1998,1998-12-13,04:15:00 AM,03:15:00 AM,,DAL,15,14,Sun,W 20-17,,20,17,3,37,19,41,46.3,200,0,0,0,0,61
1468,KAN,2012,2012-09-23,01:02:00 AM,12:02:00 PM,@,NOR,3,3,Sun,W 27-24,OT,27,24,3,51,26,44,59.1,237,0,1,3,11,65.3
1469,KAN,2016,2016-11-13,01:00:00 AM,01:00:00 AM,@,CAR,10,9,Sun,W 20-17,,20,17,3,37,25,38,65.8,165,0,1,3,13,65.5
1470,KAN,2017,2017-12-31,04:25:00 AM,02:25:00 AM,@,DEN,17,16,Sun,W 27-24,,27,24,3,51,22,36,61.1,269,0,1,2,15,74.3
1471,MIA,1976,1976-10-24,04:00:00 AM,04:00:00 AM,@,TAM,7,7,Sun,W 23-20,,23,20,3,43,8,15,53.3,90,0,1,6,42,55.4
1472,MIA,1981,1981-10-18,01:00:00 AM,01:00:00 AM,,WAS,7,7,Sun,W 13-10,,13,10,3,23,15,28,53.6,296,0,0,0,0,90.8
1473,MIA,1981,1981-11-08,01:00:00 AM,01:00:00 AM,@,NWE,10,10,Sun,W 30-27,OT,30,27,3,57,22,37,59.5,216,0,2,2,26,56.4
1474,MIA,1991,1991-09-22,01:00:00 AM,01:00:00 AM,,GNB,4,4,Sun,W 16-13,,16,13,3,29,19,32,59.4,195,0,1,3,17,66.1
1475,MIA,1992,1992-12-27,01:00:00 AM,01:00:00 AM,@,NWE,17,16,Sun,W 16-13,OT,16,13,3,29,21,39,53.8,216,0,1,1,1,59.5
1476,MIA,1997,1997-09-07,01:00:00 AM,01:00:00 AM,,TEN,2,2,Sun,W 16-13,OT,16,13,3,29,24,43,55.8,300,0,0,3,24,80
1477,MIA,1998,1998-10-25,01:00:00 AM,01:00:00 AM,,NWE,8,7,Sun,W 12-9,OT,12,9,3,21,23,42,54.8,263,0,3,3,16,45.6
1478,MIA,1999,1999-10-24,01:01:00 AM,01:01:00 AM,,PHI,7,6,Sun,W 16-13,,16,13,3,29,15,21,71.4,134,0,1,1,8,69.9
1479,MIA,1999,1999-12-19,01:01:00 AM,01:01:00 AM,,SDG,15,14,Sun,W 12-9,,12,9,3,21,22,36,61.1,231,0,0,2,10,80.9
1480,MIA,2001,2001-09-23,01:10:00 AM,01:10:00 AM,,OAK,2,2,Sun,W 18-15,,18,15,3,33,16,34,47.1,215,0,2,1,2,43.4
1481,MIA,2003,2003-11-16,01:03:00 AM,01:03:00 AM,,BAL,11,10,Sun,W 9-6,OT,9,6,3,15,13,32,40.6,126,0,1,0,0,39.3
1482,MIA,2006,2006-09-24,01:02:00 AM,01:02:00 AM,,TEN,3,3,Sun,W 13-10,,13,10,3,23,17,26,65.4,130,0,0,6,38,83.5
1483,MIA,2006,2006-11-12,01:03:00 AM,01:03:00 AM,,KAN,10,9,Sun,W 13-10,,13,10,3,23,19,36,52.8,189,0,0,1,12,69.3
1484,MIA,2014,2014-12-01,08:30:00 AM,08:30:00 AM,@,NYJ,13,12,Mon,W 16-13,,16,13,3,29,25,35,71.4,217,0,1,2,18,77.7
1485,MIN,1971,1971-11-14,02:00:00 AM,01:00:00 AM,,GNB,9,9,Sun,W 3-0,,3,0,3,3,5,11,45.5,21,0,0,3,21,55.9
1486,MIN,1978,1978-09-11,09:00:00 AM,08:00:00 AM,,DEN,2,2,Mon,W 12-9,OT,12,9,3,21,15,34,44.1,105,0,3,2,15,16.8
1487,MIN,1978,1978-11-12,04:00:00 AM,03:00:00 AM,,CHI,11,11,Sun,W 17-14,,17,14,3,31,24,37,64.9,223,0,1,2,22,72.5
1488,MIN,1979,1979-09-30,01:00:00 AM,01:00:00 AM,@,DET,5,5,Sun,W 13-10,,13,10,3,23,13,23,56.5,150,0,2,3,17,43.2
1489,MIN,1985,1985-11-03,01:00:00 AM,12:00:00 PM,,DET,9,9,Sun,W 16-13,,16,13,3,29,16,23,69.6,138,0,1,1,9,68.6
1490,MIN,1992,1992-12-20,01:00:00 AM,01:00:00 AM,@,PIT,16,15,Sun,W 6-3,,6,3,3,9,7,18,38.9,125,0,0,1,6,64.8
1491,MIN,1994,1994-10-20,08:00:00 AM,07:00:00 AM,,GNB,8,7,Thu,W 13-10,OT,13,10,3,23,31,50,62,230,0,2,4,41,59.7
1492,MIN,2000,2000-09-03,01:00:00 AM,12:00:00 PM,,CHI,1,1,Sun,W 30-27,,30,27,3,57,13,23,56.5,188,0,1,1,2,65.5
1493,MIN,2005,2005-11-13,01:03:00 AM,01:03:00 AM,@,NYG,10,9,Sun,W 24-21,,24,21,3,45,18,31,58.1,125,0,0,4,19,69.8
1494,MIN,2005,2005-11-21,09:07:00 AM,08:07:00 AM,@,GNB,11,10,Mon,W 20-17,,20,17,3,37,18,30,60,171,0,1,5,25,65.4
1495,MIN,2012,2012-09-09,01:05:00 AM,12:05:00 PM,,JAX,1,1,Sun,W 26-23,OT,26,23,3,49,20,27,74.1,266,0,0,2,4,105.5
1496,MIN,2015,2015-11-08,01:02:00 AM,12:02:00 PM,,STL,9,8,Sun,W 21-18,OT,21,18,3,39,15,27,55.6,148,0,1,1,11,57.5
1497,NOR,1993,1993-09-26,04:00:00 AM,03:00:00 AM,,SFO,4,4,Sun,W 16-13,,16,13,3,29,18,32,56.3,161,0,0,1,9,71.1
1498,NOR,1993,1993-11-28,01:00:00 AM,12:00:00 PM,@,MIN,13,11,Sun,W 17-14,,17,14,3,31,13,20,65,100,0,2,2,11,39.8
1499,NOR,1997,1997-11-09,04:00:00 AM,01:00:00 AM,@,OAK,11,10,Sun,W 13-10,,13,10,3,23,21,34,61.8,154,0,1,3,27,63.5
1500,NOR,1997,1997-11-16,01:00:00 AM,12:00:00 PM,,SEA,12,11,Sun,W 20-17,OT,20,17,3,37,10,18,55.6,102,0,2,3,8,34.3
1501,NOR,1997,1997-11-30,01:00:00 AM,01:00:00 AM,@,CAR,14,13,Sun,W 16-13,,16,13,3,29,14,30,46.7,190,0,1,0,0,53.5
1502,NOR,2003,2003-11-16,01:04:00 AM,12:04:00 PM,,ATL,11,10,Sun,W 23-20,OT,23,20,3,43,21,38,55.3,193,0,2,7,35,51.2
1503,NOR,2005,2005-09-11,01:06:00 AM,01:06:00 AM,@,CAR,1,1,Sun,W 23-20,,23,20,3,43,18,24,75,190,0,0,1,2,97.9
1504,NOR,2018,2018-12-17,08:15:00 AM,08:15:00 AM,@,CAR,15,14,Mon,W 12-9,,12,9,3,21,23,35,65.7,191,0,1,2,12,69.1
1505,NWE,1973,1973-10-21,02:00:00 AM,01:00:00 AM,@,CHI,6,6,Sun,W 13-10,,13,10,3,23,7,16,43.8,54,0,0,3,32,60.9
1506,NWE,1982,1982-12-12,01:00:00 AM,01:00:00 AM,,MIA,14,6,Sun,W 3-0,,3,0,3,3,2,5,40,13,0,1,0,0,8.3
1507,NWE,1988,1988-11-20,08:00:00 AM,08:00:00 AM,@,MIA,12,12,Sun,W 6-3,,6,3,3,9,9,13,69.2,66,0,0,2,12,84.8
1508,NWE,1988,1988-12-11,01:00:00 AM,01:00:00 AM,,TAM,15,15,Sun,W 10-7,OT,10,7,3,17,16,27,59.3,147,0,2,1,8,44.5
1509,NWE,1991,1991-12-15,01:00:00 AM,01:00:00 AM,@,NYJ,16,15,Sun,W 6-3,,6,3,3,9,11,20,55,100,0,1,3,16,51.2
1510,NWE,1995,1995-09-03,01:00:00 AM,01:00:00 AM,,CLE,1,1,Sun,W 17-14,,17,14,3,31,30,47,63.8,302,0,0,0,0,82
1511,NWE,2000,2000-11-19,01:02:00 AM,01:02:00 AM,,CIN,12,11,Sun,W 16-13,,16,13,3,29,22,36,61.1,252,0,1,1,6,71.3
1512,NWE,2000,2000-12-17,01:02:00 AM,01:02:00 AM,@,BUF,16,15,Sun,W 13-10,OT,13,10,3,23,13,26,50,142,0,0,1,14,68.7
1513,NWE,2001,2001-12-16,01:02:00 AM,01:02:00 AM,@,BUF,14,14,Sun,W 12-9,OT,12,9,3,21,19,35,54.3,206,0,1,5,31,63.6
1514,NWE,2005,2005-09-25,04:15:00 AM,04:15:00 AM,@,PIT,3,3,Sun,W 23-20,,23,20,3,43,31,41,75.6,346,0,1,3,26,92.7
1515,NWE,2020,2020-11-09,08:15:00 AM,08:15:00 AM,@,NYJ,9,8,Mon,W 30-27,,30,27,3,57,27,35,77.1,274,0,0,0,0,99
1516,NWE,2020,2020-11-29,01:00:00 AM,01:00:00 AM,,ARI,12,11,Sun,W 20-17,,20,17,3,37,9,18,50,69,0,2,3,15,23.6
1517,NYG,1976,1976-11-14,01:00:00 AM,01:00:00 AM,,WAS,10,10,Sun,W 12-9,,12,9,3,21,3,14,21.4,24,0,2,2,2,0
1518,NYG,1978,1978-10-15,01:00:00 AM,01:00:00 AM,,TAM,7,7,Sun,W 17-14,,17,14,3,31,6,15,40,48,0,2,2,15,13.3
1519,NYG,1979,1979-10-07,01:00:00 AM,01:00:00 AM,,TAM,6,6,Sun,W 17-14,,17,14,3,31,6,12,50,18,0,0,2,19,56.6
1520,NYG,1981,1981-12-06,01:00:00 AM,01:00:00 AM,,RAM,14,14,Sun,W 10-7,,10,7,3,17,5,22,22.7,60,0,0,2,7,39.8
1521,NYG,1986,1986-11-02,01:00:00 AM,01:00:00 AM,,DAL,9,9,Sun,W 17-14,,17,14,3,31,6,18,33.3,46,0,1,3,21,22.2
1522,NYG,1986,1986-11-09,04:00:00 AM,04:00:00 AM,@,PHI,10,10,Sun,W 17-14,,17,14,3,31,8,18,44.4,112,0,2,3,18,29.6
1523,NYG,1986,1986-11-23,01:00:00 AM,01:00:00 AM,,DEN,12,12,Sun,W 19-16,,19,16,3,35,11,20,55,119,0,0,3,29,78.7
1524,NYG,1988,1988-10-30,04:00:00 AM,04:00:00 AM,@,DET,9,9,Sun,W 13-10,OT,13,10,3,23,22,36,61.1,196,0,0,5,31,79.3
1525,NYG,1991,1991-09-22,01:00:00 AM,01:00:00 AM,,CLE,4,4,Sun,W 13-10,,13,10,3,23,9,15,60,52,0,0,5,13,70.1
1526,NYG,1994,1994-12-18,04:00:00 AM,04:00:00 AM,@,PHI,16,15,Sun,W 16-13,,16,13,3,29,18,27,66.7,230,0,1,5,34,82.9
1527,NYG,1997,1997-10-05,01:00:00 AM,01:00:00 AM,,DAL,6,6,Sun,W 20-17,,20,17,3,37,12,24,50,109,0,0,0,0,62.7
1528,NYG,1999,1999-10-18,09:09:00 AM,09:09:00 AM,,DAL,6,6,Mon,W 13-10,,13,10,3,23,15,21,71.4,153,0,0,5,30,97.9
1529,NYG,2002,2002-09-22,04:14:00 AM,04:14:00 AM,,SEA,3,3,Sun,W 9-6,,9,6,3,15,23,38,60.5,257,0,0,3,25,83.4
1530,NYG,2007,2007-10-28,01:03:00 AM,05:03:00 AM,@,MIA,8,8,Sun,W 13-10,,13,10,3,23,8,22,36.4,49,0,0,1,10,44.9
1531,NYG,2011,2011-10-16,01:02:00 AM,01:02:00 AM,,BUF,6,6,Sun,W 27-24,,27,24,3,51,21,32,65.6,292,0,0,0,0,94.8
1532,NYG,2016,2016-09-18,01:03:00 AM,01:03:00 AM,,NOR,2,2,Sun,W 16-13,,16,13,3,29,32,41,78,353,0,0,2,15,104.1
1533,NYG,2017,2017-11-19,01:00:00 AM,01:00:00 AM,,KAN,11,10,Sun,W 12-9,OT,12,9,3,21,19,36,52.8,205,0,1,0,0,58.2
1534,NYJ,1971,1971-11-07,01:00:00 AM,01:00:00 AM,,KAN,8,8,Sun,W 13-10,,13,10,3,23,3,9,33.3,9,0,0,2,10,42.4
1535,NYJ,1980,1980-10-27,09:00:00 AM,09:00:00 AM,,MIA,8,8,Mon,W 17-14,,17,14,3,31,11,20,55,164,0,3,2,11,44.8
1536,NYJ,1990,1990-09-16,01:00:00 AM,01:00:00 AM,,CLE,2,2,Sun,W 24-21,,24,21,3,45,13,21,61.9,192,0,0,3,26,96.9
1537,NYJ,1991,1991-09-01,01:00:00 AM,01:00:00 AM,,TAM,1,1,Sun,W 16-13,,16,13,3,29,16,25,64,152,0,0,2,24,84.7
1538,NYJ,1991,1991-12-22,01:00:00 AM,01:00:00 AM,@,MIA,17,16,Sun,W 23-20,OT,23,20,3,43,13,24,54.2,128,0,1,4,30,57.3
1539,NYJ,1992,1992-11-15,01:00:00 AM,01:00:00 AM,,CIN,11,10,Sun,W 17-14,,17,14,3,31,8,24,33.3,98,0,2,1,0,12.2
1540,NYJ,1993,1993-12-11,12:30:00 PM,12:30:00 PM,@,WAS,15,13,Sat,W 3-0,,3,0,3,3,12,22,54.5,98,0,0,1,7,67.4
1541,NYJ,2002,2002-11-10,08:35:00 AM,08:35:00 AM,,MIA,10,9,Sun,W 13-10,,13,10,3,23,17,27,63,167,0,0,1,0,80.3
1542,NYJ,2017,2017-10-01,01:00:00 AM,01:00:00 AM,,JAX,4,4,Sun,W 23-20,OT,23,20,3,43,23,32,71.9,215,0,1,5,40,82.2
1543,HOU,1975,1975-10-19,02:00:00 AM,01:00:00 AM,,WAS,5,5,Sun,W 13-10,,13,10,3,23,10,17,58.8,107,0,1,3,28,59.7
1544,HOU,1978,1978-09-10,02:00:00 AM,01:00:00 AM,@,KAN,2,2,Sun,W 20-17,,20,17,3,37,7,13,53.8,47,0,0,0,0,62
1545,HOU,1979,1979-11-05,09:00:00 AM,09:00:00 AM,@,MIA,10,10,Mon,W 9-6,,9,6,3,15,6,10,60,11,0,0,2,14,64.6
1546,HOU,1980,1980-09-28,01:00:00 AM,01:00:00 AM,@,CIN,4,4,Sun,W 13-10,,13,10,3,23,26,34,76.5,222,0,0,2,19,95.3
1547,HOU,1988,1988-09-04,04:00:00 AM,04:00:00 AM,@,IND,1,1,Sun,W 17-14,OT,17,14,3,31,14,21,66.7,174,0,0,2,22,96.5
1548,HOU,1991,1991-11-10,01:00:00 AM,12:00:00 PM,,DAL,11,10,Sun,W 26-23,OT,26,23,3,49,41,56,73.2,425,0,0,2,7,95.2
1549,TEN,2005,2005-12-11,01:03:00 AM,12:03:00 PM,,HOU,14,13,Sun,W 13-10,,13,10,3,23,18,30,60,208,0,0,0,0,81
1550,TEN,2007,2007-09-09,01:04:00 AM,01:04:00 AM,@,JAX,1,1,Sun,W 13-10,,13,10,3,23,11,18,61.1,68,0,1,2,10,47.9
1551,TEN,2008,2008-11-02,01:02:00 AM,12:02:00 PM,,GNB,9,8,Sun,W 19-16,OT,19,16,3,35,18,37,48.6,169,0,0,2,11,62.9
1552,TEN,2016,2016-12-11,01:00:00 AM,12:00:00 PM,,DEN,14,13,Sun,W 13-10,,13,10,3,23,6,21,28.6,73,0,0,2,15,44.5
1553,TEN,2017,2017-10-22,01:00:00 AM,01:00:00 AM,@,CLE,7,7,Sun,W 12-9,OT,12,9,3,21,21,34,61.8,189,0,0,2,14,78.4
1554,TEN,2018,2018-09-23,01:00:00 AM,01:00:00 AM,@,JAX,3,3,Sun,W 9-6,,9,6,3,15,13,21,61.9,83,0,0,3,25,75.1
1555,PHI,1974,1974-09-23,09:00:00 AM,09:00:00 AM,,DAL,2,2,Mon,W 13-10,,13,10,3,23,6,14,42.9,67,0,1,3,25,35.4
1556,PHI,1977,1977-12-11,01:00:00 AM,01:00:00 AM,,NYG,13,13,Sun,W 17-14,,17,14,3,31,4,10,40,-13,0,0,5,46,49.2
1557,PHI,1979,1979-09-30,01:00:00 AM,01:00:00 AM,,PIT,5,5,Sun,W 17-14,,17,14,3,31,11,20,55,148,0,2,1,10,41.2
1558,PHI,1980,1980-11-23,01:00:00 AM,01:00:00 AM,,OAK,12,12,Sun,W 10-7,,10,7,3,17,14,32,43.8,164,0,1,2,17,49.1
1559,PHI,1989,1989-10-22,01:00:00 AM,01:00:00 AM,,RAI,7,7,Sun,W 10-7,,10,7,3,17,8,20,40,63,0,0,1,1,48.7
1560,PHI,1992,1992-12-13,04:00:00 AM,01:00:00 AM,@,SEA,15,14,Sun,W 20-17,OT,20,17,3,37,27,44,61.4,276,0,1,10,89,78.3
1561,PHI,1995,1995-10-15,01:00:00 AM,01:00:00 AM,@,NYG,7,7,Sun,W 17-14,,17,14,3,31,7,16,43.8,66,0,1,2,7,31.5
1562,PHI,1995,1995-12-10,01:00:00 AM,01:00:00 AM,,DAL,15,14,Sun,W 20-17,,20,17,3,37,20,29,69,162,0,1,3,25,72.1
1563,PHI,1997,1997-10-19,01:00:00 AM,01:00:00 AM,,ARI,8,7,Sun,W 13-10,OT,13,10,3,23,23,36,63.9,277,0,2,4,21,66.7
1564,PIT,1975,1975-10-26,02:00:00 AM,01:00:00 AM,@,GNB,6,6,Sun,W 16-13,,16,13,3,29,12,23,52.2,84,0,0,0,0,60.8
1565,PIT,1988,1988-09-04,01:00:00 AM,01:00:00 AM,,DAL,1,1,Sun,W 24-21,,24,21,3,45,13,27,48.1,214,0,0,1,0,75.2
1566,PIT,1989,1989-11-19,01:00:00 AM,01:00:00 AM,,SDG,11,11,Sun,W 20-17,,20,17,3,37,12,27,44.4,103,0,0,4,39,61
1567,PIT,1990,1990-12-16,01:00:00 AM,12:00:00 PM,@,NOR,15,14,Sun,W 9-6,,9,6,3,15,15,25,60,154,0,1,0,0,61.1
1568,PIT,1994,1994-11-06,01:00:00 AM,12:00:00 PM,@,HOU,10,9,Sun,W 12-9,OT,12,9,3,21,17,29,58.6,155,0,0,4,29,77.4
1569,PIT,1994,1994-11-20,01:00:00 AM,01:00:00 AM,,MIA,12,11,Sun,W 16-13,OT,16,13,3,29,26,42,61.9,335,0,0,1,8,87.7
1570,PIT,1995,1995-09-03,01:00:00 AM,01:00:00 AM,,DET,1,1,Sun,W 23-20,,23,20,3,43,22,35,62.9,204,0,4,1,8,40.1
1571,PIT,1998,1998-09-27,04:05:00 AM,04:05:00 AM,,SEA,4,4,Sun,W 13-10,,13,10,3,23,16,25,64,100,0,0,2,8,73.4
1572,PIT,1999,1999-09-19,01:01:00 AM,01:01:00 AM,@,BAL,2,2,Sun,W 23-20,,23,20,3,43,18,27,66.7,121,0,0,3,17,78.9
1573,PIT,2001,2001-11-11,01:03:00 AM,01:03:00 AM,@,CLE,9,8,Sun,W 15-12,OT,15,12,3,27,18,32,56.3,181,0,0,2,7,73.4
1574,PIT,2004,2004-09-12,01:04:00 AM,01:04:00 AM,,OAK,1,1,Sun,W 24-21,,24,21,3,45,13,22,59.1,130,0,0,2,12,78.2
1575,PIT,2007,2007-11-26,08:55:00 AM,08:55:00 AM,,MIA,12,11,Mon,W 3-0,,3,0,3,3,18,21,85.7,132,0,1,5,33,79.6
1576,PIT,2010,2010-11-28,01:02:00 AM,01:02:00 AM,@,BUF,12,11,Sun,W 19-16,OT,19,16,3,35,20,33,60.6,220,0,0,5,26,83.6
1577,OAK,1970,1970-11-22,04:00:00 AM,01:00:00 AM,,SDG,10,10,Sun,W 20-17,,20,17,3,37,14,23,60.9,213,0,0,0,0,91.4
1578,OAK,1974,1974-10-20,04:00:00 AM,01:00:00 AM,,CIN,6,6,Sun,W 30-27,,30,27,3,57,19,41,46.3,221,0,0,5,31,66.3
1579,OAK,1975,1975-11-23,04:00:00 AM,04:00:00 AM,@,WAS,10,10,Sun,W 26-23,OT,26,23,3,49,20,32,62.5,216,0,2,3,27,59.8
1580,RAI,1990,1990-11-19,09:00:00 AM,09:00:00 AM,@,MIA,11,10,Mon,W 13-10,,13,10,3,23,10,19,52.6,116,0,0,0,0,71.4
1581,RAI,1990,1990-12-02,04:00:00 AM,02:00:00 AM,@,DEN,13,12,Sun,W 23-20,,23,20,3,43,16,23,69.6,145,0,0,2,19,89.8
1582,OAK,1998,1998-10-04,04:05:00 AM,02:05:00 AM,@,ARI,5,5,Sun,W 23-20,,23,20,3,43,16,32,50,110,0,1,3,10,46.4
